gamma,sigma,prob_end_mean,prob_end_25,prob_end_75,prob_out10_mean,prob_out10_25,prob_out10_75,prob_out100_mean,prob_out100_25,prob_out100_75,max_cases_all_mean,max_cases_all_25,max_cases_all_75,num_cases_mean,num_cases_25,num_cases_75,end_time_mean,end_time_25,end_time_75,time_max_mean,time_max_25,time_max_75
0.5625,0.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6045.502981500909,6044.990072018789,6047.475503328898,5446.393743211405,5431.460590492107,5459.94345842851,3650.0,3650.0,3650.0,2076.689,2058.9775,2090.93
0.5625,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6085.137868896062,6083.004272993496,6086.3753601831995,5408.2460652406635,5397.636898420777,5418.697020651725,3650.0,3650.0,3650.0,1818.6890000000003,1800.6750000000002,1838.7725
0.5625,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6141.126751345876,6140.514237434713,6142.35121360701,5445.98091371703,5430.859788317048,5461.328627888019,3650.0,3650.0,3650.0,1917.8200000000002,1899.1000000000001,1938.6374999999998
0.5625,0.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6183.053309542028,6180.260982689123,6186.262129562024,5440.387081054978,5434.205214081326,5448.977382852576,3650.0,3650.0,3650.0,1755.011,1737.0874999999999,1761.6
0.5625,0.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6220.043884790329,6213.819907281278,6225.5069831811015,5395.9966019813155,5389.007821369044,5399.469452665852,3650.0,3650.0,3650.0,2040.5049999999999,2020.78,2067.5725
0.5625,0.26,0.993,0.99,0.9975,0.993,0.99,0.9975,0.993,0.99,0.9975,6228.292816029675,6211.611108348535,6250.671849919847,5357.8919056718405,5350.475242269789,5366.410775596727,3624.5339999999997,3613.62,3640.9049999999997,1806.1340000000005,1789.8025,1828.8325
0.5625,0.28,0.9880000000000001,0.99,0.99,0.9880000000000001,0.99,0.99,0.9880000000000001,0.99,0.99,6238.974462471122,6244.269804705241,6250.671618526435,5368.1155268691,5354.09246849634,5383.026100413401,3606.3299999999995,3613.62,3613.62,1801.85,1780.7575,1845.8975
0.5625,0.3,0.9940000000000001,0.99,1.0,0.9940000000000001,0.99,1.0,0.9940000000000001,0.99,1.0,6321.860162691013,6295.274234425853,6360.909768049742,5360.651557011969,5339.537919605491,5376.010032239376,3628.154,3613.59,3650.0,2035.8020000000001,2001.3474999999999,2083.645
0.5625,0.32,0.9820000000000002,0.98,0.98,0.9820000000000002,0.98,0.98,0.9820000000000002,0.98,0.98,6281.086361918542,6266.653919644083,6270.787545931522,5284.833823407341,5267.250112010602,5299.877751911004,3584.5519999999997,3577.27,3577.27,1765.1290000000001,1681.7849999999999,1824.1924999999999
0.5625,0.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6442.042481666289,6439.927931134843,6444.31159375952,5434.723021008192,5419.284713752865,5450.706393431976,3650.0,3650.0,3650.0,1904.0759999999998,1859.815,1950.665
0.5625,0.36,0.998,1.0,1.0,0.998,1.0,1.0,0.998,1.0,1.0,6460.219863037861,6469.220508599669,6473.308540011134,5401.5065178642535,5394.641718048452,5420.63670615009,3642.71,3650.0,3650.0,1861.226,1836.2175000000002,1883.2024999999999
0.5625,0.38,0.9529999999999997,0.94,0.96,0.9529999999999997,0.94,0.96,0.9529999999999997,0.94,0.96,6208.818583145617,6124.263626565154,6256.850853375653,5196.94855639365,5133.394706790895,5240.261683542357,3479.024,3431.74,3504.5175,1965.382,1924.21,2001.8375
0.5625,0.4,0.9960000000000001,0.99,1.0,0.9960000000000001,0.99,1.0,0.9960000000000001,0.99,1.0,6530.570751435015,6494.891928541188,6557.631579024228,5319.454102056914,5267.82609843619,5352.4578097582,3635.4600000000005,3613.65,3650.0,1785.084,1722.705,1856.1950000000002
0.140625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8749.211533917458,8748.968873452319,8749.46174712746,8573.554591678854,8572.18573926525,8575.199888028563,3650.0,3650.0,3650.0,1808.866,1761.7225,1861.6475
0.140625,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8747.83184989844,8747.604442293981,8748.080101141935,8570.255716772037,8569.365214474226,8571.744123146495,3650.0,3650.0,3650.0,1896.6120000000003,1810.925,1928.3000000000002
0.140625,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8758.163127774875,8757.300538102925,8759.025708963178,8567.820238642986,8566.00764636006,8569.437772350468,3650.0,3650.0,3650.0,1904.997,1843.6475,1958.3125
0.140625,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8765.539287382193,8764.213375092613,8766.596738737506,8566.06348840029,8563.97089772186,8568.129820959557,3650.0,3650.0,3650.0,1777.7259999999999,1706.1875,1854.375
0.140625,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8776.626186868794,8776.002007516034,8777.064560279574,8569.948304000653,8566.359681887261,8571.939104076017,3650.0,3650.0,3650.0,1849.497,1833.3075,1858.8025
0.140625,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8792.417142134307,8790.810176476753,8794.444980977072,8578.744161733228,8576.50723218838,8580.431812015746,3650.0,3650.0,3650.0,1970.377,1946.5475,1979.9825
0.140625,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8807.109512082701,8806.723650794394,8807.723932331504,8577.36236696722,8570.824408389904,8584.034035076795,3650.0,3650.0,3650.0,1881.3060000000005,1865.98,1926.5875
0.140625,0.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8819.232558095084,8818.398761961424,8819.903837656097,8561.591405677704,8559.090231970657,8563.077910295055,3650.0,3650.0,3650.0,1812.8040000000005,1780.77,1840.3675
0.140625,0.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8833.48685382555,8832.818002277201,8834.279602163693,8580.589974709657,8579.06051441791,8582.376777149908,3650.0,3650.0,3650.0,1893.6739999999998,1870.9,1922.16
0.140625,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8849.82150514397,8848.528349670665,8850.954627885058,8565.000909984898,8562.612082105603,8566.826208193932,3650.0,3650.0,3650.0,1972.739,1927.6475,2025.68
0.140625,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8861.779506495513,8860.587911202521,8863.10922079691,8579.845172213934,8576.688831071395,8583.828431934171,3650.0,3650.0,3650.0,1888.3999999999996,1835.4325,1932.9875000000002
0.140625,0.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8879.230834167032,8878.884881257196,8879.584386419405,8560.87134467141,8557.058517672045,8562.060342361054,3650.0,3650.0,3650.0,1833.4959999999999,1774.565,1879.665
0.140625,0.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8893.879581121533,8892.58503763255,8895.434378708924,8562.66048165502,8557.423599926922,8563.064576363258,3650.0,3650.0,3650.0,1877.4599999999998,1857.6000000000001,1896.98
0.140625,0.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8903.494618956436,8901.805316863602,8905.267422671383,8551.207781547351,8546.980434713434,8556.78508472933,3650.0,3650.0,3650.0,1841.9559999999997,1806.9575,1883.6425
0.140625,0.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8918.083666345045,8917.035836686828,8919.19182078911,8578.51321698956,8577.926593807571,8584.318448428805,3650.0,3650.0,3650.0,1791.557,1774.42,1796.28
0.140625,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8931.52554332649,8931.068263715824,8931.854065039444,8563.48363576319,8551.269384351535,8573.478788288594,3650.0,3650.0,3650.0,2067.3839999999996,2032.905,2106.765
0.140625,0.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8945.996429283421,8944.132063221823,8947.196898087697,8571.796950300039,8566.829332898125,8571.374960814812,3650.0,3650.0,3650.0,1866.5809999999997,1852.5425,1875.335
0.140625,0.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8959.10904414939,8957.933783836226,8961.110545928503,8564.252411963716,8557.442933281736,8567.029554803757,3650.0,3650.0,3650.0,1815.7540000000001,1799.0325,1842.4725
0.140625,0.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8967.443645067922,8966.173282633205,8968.70386288982,8565.414843623455,8558.924574734545,8574.824624540584,3650.0,3650.0,3650.0,1808.324,1783.895,1846.8
0.140625,0.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8979.526512045859,8978.740606170602,8980.26279935404,8556.482230296453,8552.547533988965,8559.801343158208,3650.0,3650.0,3650.0,1772.0570000000002,1697.54,1812.9325
0.140625,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8990.027102494178,8989.22700441095,8990.734350481234,8545.087172021333,8539.67208862869,8550.393908535816,3650.0,3650.0,3650.0,1858.5199999999998,1822.5275,1914.2275
0.05325443786982249,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9543.23461597339,9542.78678270321,9543.622446371008,9425.04072402228,9424.403453242106,9425.871590427365,3650.0,3650.0,3650.0,1664.975,1623.6075,1726.9875
0.05325443786982249,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9543.246497765203,9543.01158547905,9543.328435383668,9435.628419620552,9434.568511731492,9436.427553921281,3650.0,3650.0,3650.0,1908.2520000000004,1892.245,1928.1325000000002
0.05325443786982249,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9544.941522320978,9544.690014110593,9545.120943751212,9425.601238977595,9424.633457070337,9426.833237926254,3650.0,3650.0,3650.0,1836.211,1775.5725,1893.7275
0.05325443786982249,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9548.965623971128,9548.768811399008,9549.223338326863,9426.363614818456,9425.782901576724,9426.746670736253,3650.0,3650.0,3650.0,1753.369,1739.3725,1763.3850000000002
0.05325443786982249,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9550.038903643663,9549.593574767998,9550.431348987247,9429.183911673415,9427.222581667596,9431.068695747343,3650.0,3650.0,3650.0,1892.646,1870.5775,1909.4299999999998
0.05325443786982249,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9555.489796044027,9555.15641724364,9556.03033767376,9426.700791497866,9424.817736504017,9428.842688998659,3650.0,3650.0,3650.0,1726.598,1650.0475000000001,1799.3625
0.05325443786982249,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9559.964922452207,9559.17810671929,9560.710633505963,9428.74878073098,9427.644457727298,9430.464867452165,3650.0,3650.0,3650.0,1792.0130000000001,1775.4275,1810.9075
0.05325443786982249,0.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9564.929814734105,9564.907750687784,9565.181764813027,9428.532105920774,9427.86626296216,9429.479322428342,3650.0,3650.0,3650.0,1860.175,1782.715,1930.64
0.05325443786982249,0.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9568.888470058599,9568.40018765489,9569.4081439715,9432.640003969229,9430.86021049064,9436.234550730336,3650.0,3650.0,3650.0,1863.175,1830.805,1892.185
0.05325443786982249,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9574.704899459626,9573.94726610479,9575.624182563863,9428.359613403944,9427.1209200609,9429.296206144369,3650.0,3650.0,3650.0,1807.9350000000002,1743.5425,1850.04
0.05325443786982249,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9578.652764500894,9578.021249044736,9579.197195518354,9422.355994455636,9418.497799343513,9425.782800282028,3650.0,3650.0,3650.0,1841.6800000000003,1783.2575000000002,1887.3875
0.05325443786982249,0.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9584.248510556392,9583.997979122221,9584.434976467875,9431.834526411534,9431.296395089594,9433.699994049757,3650.0,3650.0,3650.0,1830.8120000000004,1790.4675000000002,1868.5324999999998
0.05325443786982249,0.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9590.46721704552,9589.334787601147,9592.124818411798,9424.783336489183,9423.161287702023,9426.434017676438,3650.0,3650.0,3650.0,1796.4010000000003,1751.0149999999999,1836.1775
0.05325443786982249,0.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9594.17872856682,9593.714584562622,9594.602450813509,9427.654954381038,9425.273105312726,9431.764185209171,3650.0,3650.0,3650.0,1879.9699999999998,1846.7275,1904.0700000000002
0.05325443786982249,0.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9599.139820682447,9598.674105940085,9599.416790847059,9420.222352219786,9416.68291765368,9423.652735790036,3650.0,3650.0,3650.0,1886.929,1843.3400000000001,1930.3174999999999
0.05325443786982249,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9602.25235035842,9601.97758967479,9602.604035503939,9425.162988416447,9423.671472653285,9426.861903402249,3650.0,3650.0,3650.0,1873.735,1821.3999999999999,1899.7375
0.05325443786982249,0.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9609.329001719676,9609.164884493275,9609.86984746231,9416.3609303137,9412.151039532402,9421.50292260643,3650.0,3650.0,3650.0,1859.637,1827.435,1885.2425
0.05325443786982249,0.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9614.596364749174,9614.233993237289,9614.980496441494,9424.947505416196,9420.46601224889,9430.501876173588,3650.0,3650.0,3650.0,1884.3929999999996,1833.035,1922.1299999999999
0.05325443786982249,0.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9621.062392866483,9620.207339868733,9622.010162856068,9422.809863909832,9422.079262950863,9423.013725380266,3650.0,3650.0,3650.0,1942.0079999999998,1916.5725,1977.015
0.05325443786982249,0.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9624.709058666816,9624.23650935801,9625.36061212012,9411.887684638845,9410.91762170286,9413.250440015676,3650.0,3650.0,3650.0,1717.0760000000002,1686.8874999999998,1752.9925
0.05325443786982249,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9626.797130256478,9626.370074690196,9626.90213268223,9412.608587708763,9406.771437733474,9416.77704120958,3650.0,3650.0,3650.0,1808.6699999999996,1789.9025,1827.495
